dcterms:identifier,dcterms:Title,dcterms:created,dcterms:temporal,dcterms:available,dcterms:creator,dcterms:source,item_sets,media,latitude,longitude,schema:polygon,_iiif
2596902,Vista da Cidade (lado de Botafogo) tomado do terraço do Alto do Corcovado,Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596902.jpg,0,0,"POLYGON ((-4808716.9881000000 -2625396.2175000010, -4804783.0832000000 -2623864.3706000000, -4804738.3620000000 -2623881.4140999990, -4804693.9300999995 -2623899.1979999990, -4804649.7996999990 -2623917.7175999990, -4804605.9829999990 -2623936.9675999990, -4804562.4921000000 -2623956.9428000003, -4804519.3390999995 -2623977.6376000010, -4804476.5357000010 -2623999.0463999994, -4804434.0938000010 -2624021.1631999984, -4804392.0252000000 -2624043.9818999990, -4804350.3413999990 -2624067.4963000007, -4804309.0540000000 -2624091.6997999996, -4804268.1742000000 -2624116.5857999995, -4804227.7135000010 -2624142.1473999990, -4804187.6830000000 -2624168.3775000013, -4804148.0936999990 -2624195.2690000013, -4804108.9564999990 -2624222.8143000007, -4804070.2822999990 -2624251.0060000010, -4804032.0815999990 -2624279.8361000010, -4803994.3652000000 -2624309.2967999987, -4803957.1433000010 -2624339.3799999990, -4803920.4262000010 -2624370.0771999992, -4803884.2240999990 -2624401.3801000006, -4803848.5470000000 -2624433.2800999990, -4803813.4046000000 -2624465.7681999990, -4803778.8068000000 -2624498.8356000000, -4803744.7630000000 -2624532.4730999990, -4803711.2826000005 -2624566.6715000010, -4803678.3749000000 -2624601.4213000014, -4803646.0489000010 -2624636.7129000016, -4803614.3136000000 -2624672.5366000010, -4803583.1778000000 -2624708.8825000003, -4803552.6500000000 -2624745.7404999994, -4803522.7386000010 -2624783.1006000005, -4803493.4519000000 -2624820.9523000010, -4803464.7980000000 -2624859.2853000015, -4803436.7848000005 -2624898.0890000015, -4803409.4200000000 -2624937.3526000010, -4803382.7112000010 -2624977.0654000007, -4803356.6657000000 -2625017.2162999995, -4803331.2907000000 -2625057.7943000010, -4803306.5932000000 -2625098.7881999984, -4803282.5801000000 -2625140.1867000014, -4803259.2579999990 -2625181.9783000015, -4803236.6331999990 -2625224.1515999995, -4803214.7120999990 -2625266.6948999986, -4803193.5007000010 -2625309.5964000000, -4803173.0048999990 -2625352.8443000020, -4803153.2302000000 -2625396.4268000014, -4803134.1822000000 -2625440.3315999990, -4803115.8661000000 -2625484.5467999987, -4803098.2870000005 -2625529.0601999983, -4803081.4496000000 -2625573.8594000004, -4803065.3588000000 -2625618.9321000017, -4803050.0188000000 -2625664.2659000010, -4803035.4340000000 -2625709.8482000010, -4803021.6084000000 -2625755.6664999984, -4803008.5457000010 -2625801.7080999985, -4802996.2496000010 -2625847.9604000000, -4802984.7235000000 -2625894.4105000010, -4802973.9705000000 -2625941.0456000010, -4802963.9936999995 -2625987.8530000000, -4802954.7957000010 -2626034.8196000010, -4802946.3791000005 -2626081.9325000010, -4802938.7463000010 -2626129.1787000000, -4802931.8993000000 -2626176.5452000014, -4802925.8400000000 -2626224.0188000016, -4802920.5702000000 -2626271.5865999980, -4802916.0912000000 -2626319.2353999987, -4802912.4043000005 -2626366.9519000016, -4802909.5103999990 -2626414.7232000010, -4802907.4104999990 -2626462.5359000005, -4802906.1051000000 -2626510.3768999986, -4802905.5945999995 -2626558.2329000010, -4802905.8790000010 -2626606.0909000000, -4802906.9583000000 -2626653.9375000000, -4802908.8322000000 -2626701.7595999986, -4802911.5002000000 -2626749.5439999998, -4802914.9616000000 -2626797.2773999980, -4802919.2153999990 -2626844.9468000010, -4802924.2603999990 -2626892.5390000010, -4802930.0953000000 -2626940.0407000000, -4802936.7184000000 -2626987.4389999993, -4802944.1278000010 -2627034.7208000010, -4802952.3216999990 -2627081.8729000017, -4802961.2975999990 -2627128.8825000003, -4802971.0530999990 -2627175.7364000008, -4802981.5856000000 -2627222.4219000004, -4802992.8921000010 -2627268.9259999990, -4803004.9695000000 -2627315.2358000020, -4803017.8144000005 -2627361.3385999985, -4803031.4234000000 -2627407.2217999995, -4803045.7926000000 -2627452.8724999987, -4803060.9181999990 -2627498.2782000005, -4803076.7958000000 -2627543.4265000000, -4803093.4213000000 -2627588.3048000000, -4803110.7897999990 -2627632.9006999990, -4803128.8968000000 -2627677.2019999996, -4803147.7371000000 -2627721.1964000016, -4803167.3056000010 -2627764.8718000017, -4803187.5967999995 -2627808.2161000000, -4803208.6053000000 -2627851.2173000015, -4803230.3250999990 -2627893.8636999987, -4803252.7502999995 -2627936.1435000002, -4803275.8747000005 -2627978.0447999984, -4803299.6919000000 -2628019.5564000010, -4803324.1953000000 -2628060.6664999984, -4803349.3783000000 -2628101.3640000000, -4803375.2337000000 -2628141.6374999993, -4803401.7546000000 -2628181.4761000015, -4803428.9335999990 -2628220.8685999997, -4803456.7631000000 -2628259.8042000010, -4803485.2355000000 -2628298.2721000016, -4803514.3430000000 -2628336.2619000003, -4803544.0775000010 -2628373.7628999986, -4803574.4308000000 -2628410.7648000010, -4803605.3945000000 -2628447.2573999986, -4803636.9602000010 -2628483.2307000010, -4803669.1190000010 -2628518.6746000014, -4803701.8621000000 -2628553.5795000010, -4803735.1805000010 -2628587.9356999993, -4803769.0649999995 -2628621.7338000014, -4803803.5062000010 -2628654.9642999990, -4803838.4946000000 -2628687.6182000004, -4803874.0206000000 -2628719.6862999983, -4803910.0744000000 -2628751.1600000000, -4803946.6460000000 -2628782.0304000005, -4803983.7252999990 -2628812.2890999990, -4804021.3021000010 -2628841.9277000017, -4804059.3660000000 -2628870.9380999990, -4804097.9066000000 -2628899.3121000007, -4804136.9132000000 -2628927.0421000010, -4804176.3750000000 -2628954.1204000004, -4804216.2810999990 -2628980.5394000000, -4804256.6206000000 -2629006.2919000015, -4804297.3822000010 -2629031.3707999997, -4804338.5549000000 -2629055.7692000010, -4804380.1271000000 -2629079.4803000020, -4804422.0874000010 -2629102.4976000004, -4804464.4243000000 -2629124.8147000000, -4804507.1260000000 -2629146.4255000018, -4804550.1808000000 -2629167.3240000010, -4804593.5768000000 -2629187.5045000017, -4804637.3019999990 -2629206.9613999985, -4804681.3444000000 -2629225.6891999990, -4804725.6918000000 -2629243.6829999983, -4804770.3319000010 -2629260.9376000017, -4804815.2524999995 -2629277.4483000003, -4804860.4411999990 -2629293.2106000000, -4804905.8853999990 -2629308.2201000005, -4804951.5726999990 -2629322.4727000000, -4804997.4904000000 -2629335.9644000010, -4805043.6259000000 -2629348.6915999986, -4805089.9663999990 -2629360.6506000010, -4805136.4991999995 -2629371.8383000010, -4805183.2114000000 -2629382.2514999993, -4805230.0901999995 -2629391.8872999996, -4805277.1225000005 -2629400.7430999987, -4805324.2953999990 -2629408.8165000007, -4805371.5958999990 -2629416.1052000000, -4805419.0110000000 -2629422.6072000004, -4805466.5275000000 -2629428.3207000010, -4805514.1324000005 -2629433.2441000007, -4805561.8125000000 -2629437.3761000000, -4805609.5546000000 -2629440.7155999990, -4805657.3456999995 -2629443.2615000010, -4805705.1724000000 -2629445.0133000016, -4805753.0216000010 -2629445.9704000020, -4805800.8801000010 -2629446.1325999983, -4805848.7348000000 -2629445.4998000003, -4805896.5723000000 -2629444.0722000003, -4805944.3794000000 -2629441.8500999995, -4805992.1431000010 -2629438.8343000000, -4806039.8500999990 -2629435.0254999995, -4806087.4872999990 -2629430.4248000010, -4806135.0414000000 -2629425.0335000010, -4806182.4995000010 -2629418.8530000000, -4806229.8483000010 -2629411.8850000016, -4806277.0748999990 -2629404.1314999983, -4806324.1660999990 -2629395.5947000010, -4806371.1090999990 -2629386.2767999990, -4806417.8907999990 -2629376.1803999990, -4806464.4982999990 -2629365.3082999997, -4806510.9188000000 -2629353.6636000015, -4806557.1395000000 -2629341.2494000010, -4806603.1476000010 -2629328.0692000017, -4806648.9305000010 -2629314.1264999993, -4806694.4754000010 -2629299.4252999984, -4806739.7698000000 -2629283.9695999995, -4806784.8013000000 -2629267.7637000010, -4806829.5572999995 -2629250.8119999990, -4806874.0255999990 -2629233.1193000004, -4806918.1939000000 -2629214.6902999990, -4806962.0500000010 -2629195.5302000010, -4808716.9881000000 -2625396.2175000010))",<a href =https://images.imaginerio.org/iiif/3/2596902/manifest>Manifest</a>
2596895,Panorama do bairro da Lapa,Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596895.jpg,0,0,"POLYGON ((-4806255.6673000010 -2622695.8539999984, -4806867.5815999990 -2621170.1372999996, -4806825.8461000010 -2621144.6248999983, -4806783.7140999995 -2621119.7725000010, -4806741.1963000000 -2621095.5861999990, -4806698.3030999990 -2621072.0722000003, -4806655.0451000000 -2621049.2360999994, -4806611.4331000000 -2621027.0837000012, -4806567.4778000000 -2621005.6204000004, -4806523.1900999990 -2620984.8515999990, -4806478.5811000000 -2620964.7822999990, -4806433.6616999990 -2620945.4177000000, -4806388.4431000000 -2620926.7624000013, -4806342.9365000000 -2620908.8211000003, -4806297.1532000005 -2620891.5982999990, -4806251.1044999990 -2620875.0980999990, -4806204.8018000000 -2620859.3247999996, -4806158.2565000000 -2620844.2820999995, -4806111.4803000000 -2620829.9738000000, -4806064.4847000000 -2620816.4036000000, -4806017.2814000010 -2620803.5746000000, -4805969.8818999990 -2620791.4902000017, -4805922.2982000000 -2620780.1532000005, -4805874.5419000000 -2620769.5665999986, -4805826.6249000000 -2620759.7329000010, -4805778.5591000000 -2620750.6545999980, -4805730.3563000000 -2620742.3337999990, -4805682.0286000000 -2620734.7727999985, -4805633.5878000000 -2620727.9732999990, -4805585.0460000000 -2620721.9369999990, -4805536.4153000000 -2620716.6655000000, -4805487.7075999990 -2620712.1600000000, -4805438.9350000005 -2620708.4217000008, -4805390.1096000000 -2620705.4514000006, -4805341.2435000000 -2620703.2500000000, -4805292.3489000000 -2620701.8178999983, -4805243.4377000000 -2620701.1554999985, -4805194.5222000000 -2620701.2630000003, -4805145.6143999990 -2620702.1404000000, -4805096.7265000010 -2620703.7874000000, -4805047.8706000000 -2620706.2036000006, -4804999.0587000010 -2620709.3883999996, -4804950.3029999990 -2620713.3411000000, -4804901.6155999990 -2620718.0606999993, -4804853.0085000000 -2620723.5458999984, -4806255.6673000010 -2622695.8539999984))",<a href =https://images.imaginerio.org/iiif/3/2596895/manifest>Manifest</a>
2596894,Largo da Carioca,Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596894.jpg,0,0,"POLYGON ((-4806687.4867000000 -2620754.3077000007, -4806686.9980000000 -2620672.3249000013, -4806679.4627000000 -2620666.5401000010, -4806671.4850999990 -2620661.3823000006, -4806663.1172000000 -2620656.8852000013, -4806654.4136999990 -2620653.0780999996, -4806645.4311999995 -2620649.9860000014, -4806636.2285999990 -2620647.6288999990, -4806626.8657000010 -2620646.0221999995, -4806617.4036000000 -2620645.1765000000, -4806607.9042000010 -2620645.0971999990, -4806598.4294000010 -2620645.7848000005, -4806589.0409999990 -2620647.2349999994, -4806579.8002000000 -2620649.4380999990, -4806570.7675000000 -2620652.3799000010, -4806562.0015999990 -2620656.0410999990, -4806553.5598000010 -2620660.3979000000, -4806545.4971999990 -2620665.4217999987, -4806537.8664000000 -2620671.0801000000, -4806530.7171000000 -2620677.3357000016, -4806524.0961000010 -2620684.1479999980, -4806518.0464999990 -2620691.4725000000, -4806512.6077999990 -2620699.2613000013, -4806507.8154000010 -2620707.4635999985, -4806503.7008000000 -2620716.0260000005, -4806500.2906000000 -2620724.8926000000, -4806497.6071000010 -2620734.0055000000, -4806495.6680000000 -2620743.3051999994, -4806494.4857000000 -2620752.7311000004, -4806494.0680000000 -2620762.2216000000, -4806494.4177000000 -2620771.7148999980, -4806495.5325000010 -2620781.1490999980, -4806497.4050999990 -2620790.4624000005, -4806500.0232000000 -2620799.5943000020, -4806503.3697999995 -2620808.4849999994, -4806507.4231000000 -2620817.0766000003, -4806512.1566000000 -2620825.3130999990, -4806687.4867000000 -2620754.3077000007))",<a href =https://images.imaginerio.org/iiif/3/2596894/manifest>Manifest</a>
2596892,Aspecto da Avenida Rio Branco (no sentido da Praça Mauá),Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596892.jpg,0,0,"POLYGON ((-4806466.5165000000 -2620489.5159999990, -4806812.3538000010 -2620122.9131000005, -4806817.4913000000 -2620114.4992999993, -4806821.9459000010 -2620105.7047999986, -4806825.6897000000 -2620096.5850000010, -4806828.6991000010 -2620087.1972999983, -4806830.9552000000 -2620077.6006000005, -4806832.4438000005 -2620067.8553000020, -4806833.1556000000 -2620058.0227000006, -4806833.0859999990 -2620048.1647000015, -4806832.2356000000 -2620038.3431000000, -4806830.6096000000 -2620028.6198000014, -4806828.2183000000 -2620019.0559000000, -4806825.0767000000 -2620009.7115999980, -4806821.2046000010 -2620000.6455000006, -4806816.6263000000 -2619991.9147999994, -4806811.3706000000 -2619983.5742999986, -4806805.4706000000 -2619975.6763999984, -4806798.9634000010 -2619968.2709000000, -4806791.8897999990 -2619961.4041999990, -4806784.2943999990 -2619955.1196999997, -4806776.2249000000 -2619949.4567000010, -4806767.7320000010 -2619944.4508999996, -4806758.8693000000 -2619940.1336999983, -4806749.6922999990 -2619936.5324000010, -4806740.2588000000 -2619933.6695999987, -4806730.6282000000 -2619931.5632000007, -4806720.8609000000 -2619930.2265000010, -4806711.0184000000 -2619929.6680000015, -4806701.1625999990 -2619929.8911000006, -4806691.3555000000 -2619930.8944000006, -4806681.6587000005 -2619932.6715999990, -4806672.1331999990 -2619935.2115000000, -4806662.8389000000 -2619938.4983000010, -4806653.8343000000 -2619942.5111000016, -4806466.5165000000 -2620489.5159999990))",<a href =https://images.imaginerio.org/iiif/3/2596892/manifest>Manifest</a>
2596890,"Escola Municipal José de Alencar, Praça Duque de Caixias",Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596890.jpg,0,0,"POLYGON ((-4807912.4475000000 -2624410.4499000013, -4807877.3632000000 -2624402.7952000014, -4807874.6363999990 -2624405.2357000000, -4807872.3725000005 -2624408.1108000020, -4807870.6396999990 -2624411.3339999990, -4807869.4902000000 -2624414.8082000017, -4807868.9586000000 -2624418.4288000017, -4807869.0609000010 -2624422.0868000016, -4807869.7940000000 -2624425.6721000000, -4807871.1359000000 -2624429.0766000003, -4807873.0461000000 -2624432.1979000010, -4807875.4671000000 -2624434.9420000017, -4807878.3260999990 -2624437.2263000010, -4807881.5369000010 -2624438.9818999990, -4807885.0028000010 -2624440.1561000010, -4807912.4475000000 -2624410.4499000013))",<a href =https://images.imaginerio.org/iiif/3/2596890/manifest>Manifest</a>
2596888,Caixa da Amortisação (Avenida Rio Branco),Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596888.jpg,0,0,"POLYGON ((-4806734.5124999990 -2619914.1618999990, -4806793.9735000000 -2619920.4974999987, -4806796.1489000000 -2619915.8235000000, -4806797.6609000005 -2619910.8948000000, -4806798.4805999990 -2619905.8049999997, -4806798.5925999990 -2619900.6508000010, -4806797.9946000000 -2619895.5300999990, -4806796.6981000010 -2619890.5403999984, -4806794.7276000010 -2619885.7764000000, -4806792.1207000000 -2619881.3286000006, -4806788.9268999990 -2619877.2817000000, -4806785.2068000010 -2619873.7124000005, -4806781.0311999990 -2619870.6887000017, -4806776.4794000000 -2619868.2679999990, -4806771.6380000000 -2619866.4963000007, -4806734.5124999990 -2619914.1618999990))",<a href =https://images.imaginerio.org/iiif/3/2596888/manifest>Manifest</a>
2596886,Mesa do Imperador (Tijuca),Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596886.jpg,0,0,"POLYGON ((-4815493.3155000005 -2628454.0029999986, -4815417.2722000000 -2628386.6512999980, -4815414.2344000000 -2628392.0524000004, -4815411.9603000000 -2628397.8207000010, -4815410.4925999995 -2628403.8478999995, -4815409.8589999990 -2628410.0203999990, -4815410.0714000000 -2628416.2219999990, -4815411.1258000005 -2628422.3359999990, -4815413.0022000000 -2628428.2472999990, -4815415.6656000000 -2628433.8447999990, -4815419.0656000000 -2628439.0229000000, -4815423.1383000000 -2628443.6843000017, -4815427.8071000000 -2628447.7412000000, -4815432.9839999990 -2628451.1171999983, -4815438.5716999990 -2628453.7489000000, -4815444.4650000000 -2628455.5867000000, -4815493.3155000005 -2628454.0029999986))",<a href =https://images.imaginerio.org/iiif/3/2596886/manifest>Manifest</a>
2596883,"Casa da Moeda, Praça da Republica",Not Available,nan/nan,nan/nan,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596883.jpg,0,0,"POLYGON ((-4807955.6144999990 -2620640.4822000004, -4807937.6652000010 -2620745.6119999997, -4807944.4470000010 -2620741.5632000007, -4807950.8643000000 -2620736.9582999980, -4807956.8715000000 -2620731.8299000002, -4807962.4260000010 -2620726.2144999990, -4807967.4886000010 -2620720.1517000010, -4807972.0233000000 -2620713.6847000010, -4807975.9979000000 -2620706.8590999990, -4807979.3844000010 -2620699.7234000005, -4807982.1587000005 -2620692.3282000013, -4807984.3012000010 -2620684.7258000000, -4807985.7965999990 -2620676.9701999985, -4807955.6144999990 -2620640.4822000004))",<a href =https://images.imaginerio.org/iiif/3/2596883/manifest>Manifest</a>
2596879,Igreja Matriz de N. S. da Gloria — Praça Duque de Caxias — (antigo largo do Machado),Not Available,1921/1922,1921/1922,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596879.jpg,0,0,"POLYGON ((-4806674.8527000010 -2623709.1990000010, -4806718.5128000010 -2623719.8508000000, -4806723.2506000010 -2623720.2179000005, -4806727.9875000010 -2623719.8389000000, -4806732.6066999990 -2623718.7232000010, -4806736.9943000000 -2623716.8982999995, -4806741.0421999990 -2623714.4092000015, -4806744.6506999990 -2623711.3172000013, -4806747.7306999990 -2623707.6985000000, -4806750.2064000000 -2623703.6422999986, -4806752.0167999990 -2623699.2485999987, -4806753.1171000000 -2623694.6257999986, -4806753.4803000000 -2623689.8876000010, -4806753.0975000000 -2623685.1510999985, -4806751.9781000000 -2623680.5328000000, -4806750.1495999990 -2623676.1466999985, -4806747.6571999990 -2623672.1008000000, -4806744.5622000005 -2623668.4948000014, -4806740.9410000000 -2623665.4177000000, -4806736.8828000000 -2623662.9453000017, -4806732.4877000000 -2623661.1385999992, -4806727.8639000000 -2623660.0419999994, -4806674.8527000010 -2623709.1990000010))",<a href =https://images.imaginerio.org/iiif/3/2596879/manifest>Manifest</a>
2596878,Lagôa Rodrigo de Freitas vendo-se ao fundo a Gavea e os Dois Irmãos (Melhoramentos em execução),1921,Not Available,1921/1921,"Malta Campos, Augusto Cesar de (Brazilian photographer, 1864-1957)",https://www.bn.gov.br Biblioteca Nacional (Brasil) Biblioteca Nacional (Brasil),all||views,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/2596878.jpg,0,0,"POLYGON ((-4810095.9372000005 -2629963.6387999990, -4813959.8198000010 -2626423.1413000003, -4813950.3736000005 -2626371.9147999994, -4813940.1493000000 -2626320.8379999995, -4813929.1493999995 -2626269.9224999994, -4813917.3763999995 -2626219.1801999994, -4813904.8331000000 -2626168.6229000017, -4813891.5222999990 -2626118.2622000016, -4813877.4470000010 -2626068.1097000020, -4813862.6107000000 -2626018.1770999990, -4813847.0167000000 -2625968.4759000020, -4813830.6685000010 -2625919.0177000016, -4813813.5701000000 -2625869.8137999997, -4813795.7252999990 -2625820.8755999990, -4813777.1382000000 -2625772.2144999990, -4813757.8133000005 -2625723.8416999990, -4813737.7548999990 -2625675.7683999985, -4813716.9675999990 -2625628.0056999996, -4813695.4564000000 -2625580.5647000000, -4813673.2261000000 -2625533.4563999996, -4813650.2819000000 -2625486.6915999986, -4813626.6291000005 -2625440.2811999990, -4813602.2733000000 -2625394.2358000020, -4813577.2199000010 -2625348.5663000010, -4813551.4749000000 -2625303.2830000000, -4813525.0441000000 -2625258.3964999990, -4813497.9337000010 -2625213.9171999990, -4813470.1500000000 -2625169.8554000000, -4813441.6994000000 -2625126.2212000005, -4813412.5884000010 -2625083.0247000010, -4813382.8237999990 -2625040.2760000005, -4813352.4125000000 -2624997.9849000014, -4813321.3616000000 -2624956.1613000000, -4813289.6780999990 -2624914.8147000000, -4813257.3694000000 -2624873.9547999986, -4813224.4431000000 -2624833.5909999980, -4813190.9067000000 -2624793.7325999998, -4813156.7679999990 -2624754.3889000006, -4813122.0348000005 -2624715.5689000003, -4813086.7152999990 -2624677.2817000000, -4813050.8175000010 -2624639.5361000000, -4813014.3498000000 -2624602.3407999985, -4812977.3206999990 -2624565.7043999990, -4812939.7386000010 -2624529.6354999990, -4812901.6122999990 -2624494.1422999986, -4812862.9506000000 -2624459.2329999990, -4812823.7624999990 -2624424.9158000015, -4812784.0569000000 -2624391.1986000016, -4812743.8432000000 -2624358.0892000010, -4812703.1305000000 -2624325.5951000005, -4812661.9284000010 -2624293.7241000010, -4812620.2463000010 -2624262.4833000004, -4812578.0938000010 -2624231.8801000006, -4812535.4809000010 -2624201.9215999990, -4812492.4171999990 -2624172.6145999990, -4812448.9127999990 -2624143.9659000000, -4812404.9776000010 -2624115.9822000004, -4812360.6219999995 -2624088.6699000000, -4812315.8561000000 -2624062.0353999995, -4812270.6903000010 -2624036.0848999990, -4812225.1351000000 -2624010.8242000006, -4812179.2009000000 -2623986.2593000010, -4812132.8984999990 -2623962.3957999980, -4812086.2385000010 -2623939.2393000014, -4812039.2316000000 -2623916.7952000014, -4811991.8889000010 -2623895.0685000010, -4811944.2212000005 -2623874.0643999986, -4811896.2396000010 -2623853.7877000010, -4811847.9551000000 -2623834.2430999987, -4811799.3790000010 -2623815.4351000004, -4811750.5225000010 -2623797.3680000007, -4811701.3968000000 -2623780.0461000020, -4811652.0133000000 -2623763.4734000005, -4811602.3835000000 -2623747.6536000000, -4811552.5189000000 -2623732.5903999990, -4811502.4309000000 -2623718.2874000000, -4811452.1312000010 -2623704.7479000017, -4811401.6314000000 -2623691.9749000000, -4811350.9431000000 -2623679.9714000000, -4811300.0781999990 -2623668.7402000017, -4811249.0483000000 -2623658.2839000000, -4811197.8653000000 -2623648.6048999988, -4811146.5410999990 -2623639.7054999990, -4811095.0874000010 -2623631.5876999980, -4811043.5162000000 -2623624.2533000000, -4810991.8394000010 -2623617.7041999996, -4810940.0690000000 -2623611.9417999983, -4810888.2169000000 -2623606.9673999995, -4810836.2952000000 -2623602.7820999995, -4810784.3158000000 -2623599.3871000000, -4810732.2908000000 -2623596.7829000020, -4810680.2322000000 -2623594.9704000020, -4810628.1521000005 -2623593.9497000016, -4810576.0625000000 -2623593.7212999985, -4810523.9754000010 -2623594.2851000020, -4810471.9028999990 -2623595.6411000006, -4810419.8571000010 -2623597.7888000010, -4810367.8499000000 -2623600.7278999984, -4810315.8935000000 -2623604.4574999996, -4810263.9998000000 -2623608.9770000020, -4810212.1808000000 -2623614.2852000000, -4810160.4486000000 -2623620.3808000013, -4810108.8150999990 -2623627.2626000010, -4810057.2921999990 -2623634.9288000017, -4810005.8917999990 -2623643.3777000010, -4809954.6259000000 -2623652.6075000020, -4809903.5063000005 -2623662.6158000007, -4809852.5448000000 -2623673.4004999995, -4809801.7532000000 -2623684.9589000010, -4809751.1433000010 -2623697.2885000000, -4809700.7268000000 -2623710.3863999993, -4809650.5153000000 -2623724.2496000007, -4809600.5205000010 -2623738.8748000003, -4809550.7537999990 -2623754.2586999983, -4809501.2269000000 -2623770.3977000006, -4809451.9511999990 -2623787.2881000005, -4809402.9381000010 -2623804.9259999990, -4809354.1988999990 -2623823.3071999997, -4809305.7448999990 -2623842.4276000000, -4809257.5872000010 -2623862.2826999985, -4809209.7371999990 -2623882.8680000007, -4809162.2057000010 -2623904.1785999984, -4809115.0039000010 -2623926.2096000016, -4809068.1425000000 -2623948.9560000002, -4809021.6326000000 -2623972.4124000000, -4808975.4847000000 -2623996.5735000000, -4808929.7097000000 -2624021.4336999990, -4808884.3180000000 -2624046.9871999994, -4808839.3203000000 -2624073.2280000000, -4808794.7268000000 -2624100.1501999980, -4808750.5480000000 -2624127.7474999987, -4808706.7940000000 -2624156.0135000013, -4808663.4749000000 -2624184.9417000003, -4808620.6008000000 -2624214.5254000016, -4808578.1816000010 -2624244.7577000000, -4808536.2271000000 -2624275.6317000017, -4808494.7469999995 -2624307.1402000003, -4808453.7510000000 -2624339.2758999990, -4808413.2484000010 -2624372.0313000010, -4808373.2487000000 -2624405.3990000000, -4808333.7610000000 -2624439.3711999990, -4808294.7947000000 -2624473.9400000013, -4808256.3585000000 -2624509.0975000000, -4808218.4616000000 -2624544.8354000000, -4808181.1125000010 -2624581.1455999985, -4808144.3200000000 -2624618.0196999980, -4808108.0925999990 -2624655.4490000010, -4808072.4386000000 -2624693.4250000007, -4808037.3663000000 -2624731.9387999997, -4808002.8838000000 -2624770.9816000015, -4807968.9991999995 -2624810.5443000010, -4807935.7201000005 -2624850.6178000010, -4807903.0543000010 -2624891.1928000003, -4807871.0094000010 -2624932.2599000000, -4807839.5929000005 -2624973.8095999993, -4807808.8117999990 -2625015.8324000016, -4807778.6735000000 -2625058.3183999993, -4807749.1848000010 -2625101.2578000017, -4807720.3524999990 -2625144.6407999992, -4807692.1833999995 -2625188.4573000000, -4807664.6840000000 -2625232.6970999986, -4807637.8606000000 -2625277.3500999995, -4807611.7194000000 -2625322.4058000000, -4807586.2664000000 -2625367.8539000005, -4807561.5077000000 -2625413.6838000007, -4807537.4487999990 -2625459.8850999996, -4807514.0953000000 -2625506.4468000010, -4807491.4527000000 -2625553.3583999984, -4807469.5262000000 -2625600.6088999994, -4807448.3209000010 -2625648.1873999983, -4807427.8416000010 -2625696.0828999990, -4807408.0932000000 -2625744.2844000010, -4807389.0801000000 -2625792.7806000000, -4807370.8067000010 -2625841.5604000017, -4807353.2774000000 -2625890.6123999990, -4807336.4960999990 -2625939.9254000000, -4807320.4668000005 -2625989.4879000000, -4807305.1931000000 -2626039.2885000000, -4807290.6786000000 -2626089.3154999986, -4807276.9266000000 -2626139.5575999990, -4807263.9403000010 -2626190.0029999986, -4810095.9372000005 -2629963.6387999990))",<a href =https://images.imaginerio.org/iiif/3/2596878/manifest>Manifest</a>
