,id,omeka_url
409,0071824cx043a-03,https://v3.imaginerio.org/api/items/423
410,0071824cx043a-11,https://v3.imaginerio.org/api/items/424
411,0071824cx045-03,https://v3.imaginerio.org/api/items/425
412,0071824cx045-04,https://v3.imaginerio.org/api/items/426
413,0071824cx045-10,https://v3.imaginerio.org/api/items/427
414,0071824cx045-11,https://v3.imaginerio.org/api/items/428
415,0071824cx045-12,https://v3.imaginerio.org/api/items/429
416,0071824cx046-02,https://v3.imaginerio.org/api/items/430
417,0071824cx046-05,https://v3.imaginerio.org/api/items/431
418,0071824cx049b-02,https://v3.imaginerio.org/api/items/432
419,0071824cx049b-06,https://v3.imaginerio.org/api/items/433
420,0071824cx049b-08,https://v3.imaginerio.org/api/items/434
421,0071824cx050-01,https://v3.imaginerio.org/api/items/435
422,0071824cx050-06,https://v3.imaginerio.org/api/items/436
423,0071824cx056-01,https://v3.imaginerio.org/api/items/437
424,0071824cx056-02,https://v3.imaginerio.org/api/items/438
425,0071824cx056-04,https://v3.imaginerio.org/api/items/439
426,0071824cx056-05,https://v3.imaginerio.org/api/items/440
427,0071824cx056-06,https://v3.imaginerio.org/api/items/441
428,0071824cx056-07,https://v3.imaginerio.org/api/items/442
429,0071824cx056-08,https://v3.imaginerio.org/api/items/443
430,0071824cx057-03,https://v3.imaginerio.org/api/items/444
431,0071824cx057-04,https://v3.imaginerio.org/api/items/445
432,0071824cx057-09,https://v3.imaginerio.org/api/items/446
433,0071824cx057-10,https://v3.imaginerio.org/api/items/447
434,0071824cx057-11,https://v3.imaginerio.org/api/items/448
435,0071824cx060-01,https://v3.imaginerio.org/api/items/449
436,0071824cx060-04,https://v3.imaginerio.org/api/items/450
437,0071824cx060-05,https://v3.imaginerio.org/api/items/451
438,0071824cx060-06,https://v3.imaginerio.org/api/items/452
439,0071824cx060-07,https://v3.imaginerio.org/api/items/453
440,0071824cx063-02,https://v3.imaginerio.org/api/items/454
441,0071824cx063-06,https://v3.imaginerio.org/api/items/455
442,0071824cx063-08,https://v3.imaginerio.org/api/items/456
443,0071824cx063-09,https://v3.imaginerio.org/api/items/457
444,0071824cx063-10,https://v3.imaginerio.org/api/items/458
445,0071824cx064-10,https://v3.imaginerio.org/api/items/459
446,0071824cx064-11,https://v3.imaginerio.org/api/items/460
447,0071824cx064-14,https://v3.imaginerio.org/api/items/461
448,0071824cx065-02,https://v3.imaginerio.org/api/items/462
449,0071824cx065-03,https://v3.imaginerio.org/api/items/463
450,0071824cx065-05,https://v3.imaginerio.org/api/items/464
451,0071824cx065-06,https://v3.imaginerio.org/api/items/465
452,0071824cx065-07,https://v3.imaginerio.org/api/items/466
453,0071824cx065-08,https://v3.imaginerio.org/api/items/467
454,0071824cx065-09,https://v3.imaginerio.org/api/items/468
455,0071824cx065-10,https://v3.imaginerio.org/api/items/469
456,0071824cx065-11,https://v3.imaginerio.org/api/items/470
457,0071824cx065-12,https://v3.imaginerio.org/api/items/471
458,0071824cx066-08,https://v3.imaginerio.org/api/items/472
459,0071824cx066-12,https://v3.imaginerio.org/api/items/473
460,0071824cx066-13,https://v3.imaginerio.org/api/items/474
461,0071824cx066-14,https://v3.imaginerio.org/api/items/475
462,0071824cx066-15,https://v3.imaginerio.org/api/items/476
463,0071824cx066-16,https://v3.imaginerio.org/api/items/477
464,0071824cx067-01,https://v3.imaginerio.org/api/items/478
465,0071824cx067-02,https://v3.imaginerio.org/api/items/479
466,0071824cx067-03,https://v3.imaginerio.org/api/items/480
467,0071824cx067-04,https://v3.imaginerio.org/api/items/481
468,0071824cx067-05,https://v3.imaginerio.org/api/items/482
